Account,Cupn,Maturity Date,Quantity,Cost Value,Market Value,Industry,FF,Ticker
FNMA POOL #AS9664 4.0% DUE 06-,4.00,6/1/2047,"38,411.47","40,614.12","41,220.77",,,
FNMA POOL #AS9829 3.5% DUE 06-,3.50,6/1/2047,"89,674.47","92,056.45","94,886.37",,,
FNMA POOL #AS9831 4.0% DUE 06-,4.00,6/1/2047,"83,411.96","87,888.83","89,497.28",,,
FNMA POOL #AU1529 4.0% DUE 09-,4.00,9/1/2043,"50,589.34","52,407.40","53,942.61",,,
FNMA POOL #AU2983 4.0% DUE 08-,4.00,8/1/2043,"126,537.62","131,139.43","139,146.09",,,
FNMA POOL #AU3742 3.5% DUE 08-,3.50,8/1/2043,"96,239.12","95,727.86","104,296.81",,,
FNMA POOL #AU4386 4.0% DUE 10-,4.00,10/1/2043,"96,059.44","101,747.96","104,623.34",,,
FNMA POOL #AV0664 4.5% DUE 12-,4.50,12/1/2043,"27,276.60","29,373.50","30,464.13",,,
FNMA POOL #AW0598 4.0% DUE 02-,4.00,2/1/2044,"23,872.90","25,014.32","26,125.29",,,
FNMA POOL #AX0118 4.0% DUE 09-,4.00,9/1/2044,"189,090.03","194,408.20","208,557.93",,,
FNMA POOL #AX0227 4.0% DUE 09-,4.00,9/1/2044,"27,215.53","28,839.96","28,989.04",,,
FNMA POOL #AY1759 3.5% DUE 02-,3.50,2/1/2045,"178,707.59","183,622.05","191,430.01",,,
FNMA POOL #AZ0814 3.5% DUE 07-,3.50,7/1/2045,"123,139.44","127,584.02","132,604.61",,,
FNMA POOL #AZ0869 4.0% DUE 07-,4.00,7/1/2045,"169,981.64","176,452.30","184,670.33",,,
FNMA POOL #AZ4788 4.0% DUE 10-,4.00,10/1/2045,"207,578.66","212,022.14","225,039.93",,,
FNMA POOL #BA4244 4.0% DUE 11-,4.00,11/1/2045,"6,462.94","6,844.65","7,024.01",,,
FNMA POOL #BC0300 3.5% DUE 03-,3.50,3/1/2046,"165,440.40","163,010.50","176,402.55",,,
FNMA POOL #BC0793 3.5% DUE 04-,3.50,4/1/2046,"242,390.23","249,283.20","259,291.24",,,
FNMA POOL #BC4114 3.5% DUE 02-,3.50,2/1/2046,"199,441.65","204,801.66","214,144.96",,,
FNMA POOL #BE2975 4.0% DUE 01-,4.00,1/1/2047,"172,845.57","175,978.40","186,922.77",,,
FNMA POOL #BE3619 4.0% DUE 05-,4.00,5/1/2047,"92,211.38","96,850.76","99,037.46",,,
FNMA POOL #BE3702 4.0% DUE 06-,4.00,6/1/2047,"87,267.50","91,685.40","93,428.02",,,
FNMA POOL #BE3767 3.5% DUE 07-,3.50,7/1/2047,"89,870.38","92,482.23","95,132.69",,,
FNMA POOL #BE5475 3.5% DUE 02-,3.50,2/1/2047,"45,395.81","46,637.10","48,094.25",,,
FNMA POOL #BH9360 4.0% DUE 10-,4.00,10/1/2047,"118,706.85","118,410.09","128,617.45",,,
FNMA POOL #BK3044 2.5% DUE 09-,2.50,9/1/1950,"543,666.89","571,190.04","563,003.71",,,
FNMA POOL #BM1761 4.0% DUE 08-,4.00,8/1/2044,"211,698.69","221,489.75","231,578.10",,,
FNMA POOL #BM3065 3.5% DUE 12-,3.50,12/1/2047,"230,379.06","226,527.41","243,909.46",,,
FNMA POOL #BM3688 3.5% DUE 02-,3.50,2/1/2047,"165,573.24","164,616.02","176,751.46",,,
FNMA POOL #BM3900 4.0% DUE 04-,4.00,4/1/2048,"303,878.80","307,582.32","325,595.27",,,
FNMA POOL #BM3932 3.5% DUE 10-,3.50,10/1/2046,"184,948.15","182,231.73","197,236.99",,,
FNMA POOL #BM5179 3.0% DUE 07-,3.00,7/1/2047,"133,437.90","141,569.27","140,649.65",,,
FNMA POOL #BO2201 3.0%,3.00,9/1/2049,"154,805.87","156,595.82","161,537.35",,,
FNMA POOL #BO5299 3.0%,3.00,11/1/2049,"207,209.42","212,211.59","217,240.42",,,
FNMA POOL #BO8947 3.0%,3.00,1/1/1950,"316,951.65","325,437.13","332,090.23",,,
FNMA POOL #BO9012 3.0%,3.00,2/1/1950,"141,666.64","145,164.06","148,475.94",,,
FNMA POOL #BP2099 3.0%,3.00,2/1/1950,"128,923.49","135,228.66","134,620.32",,,
FNMA POOL #BP6499 3.0% DUE 07-,3.00,7/1/1950,"483,078.98","509,082.21","504,826.02",,,
FNMA POOL #BP6716 2.5% DUE 09-,2.50,9/1/1950,"560,718.64","589,543.08","580,493.95",,,
FNMA POOL #BQ4495 2.0%,2.00,2/1/1951,"393,864.18","397,864.37","397,946.98",,,
FNMA POOL #BQ4516 2.0% DUE 02-,2.00,2/1/1951,"317,779.09","326,815.94","321,073.13",,,
FNMA POOL #BQ5749 2.5% DUE 10-,2.50,10/1/1950,"504,057.41","529,102.77","521,988.02",,,
FNMA POOL #BR4029 2.0% DUE 02-,2.00,2/1/1951,"420,507.93","435,225.70","425,127.57",,,
FNMA POOL #BR4515 2.0% DUE 02-,2.00,2/1/1951,"470,833.43","486,724.06","475,878.37",,,
FNMA POOL #CA0182 4.0% DUE 08-,4.00,8/1/2047,"99,409.63","103,556.88","107,110.47",,,
FNMA POOL #CA3517 4.5% 05-01-2,4.50,5/1/2049,"240,758.44","260,395.31","258,327.22",,,
FNMA POOL #CA5424 3.0%,3.00,3/1/1950,"303,152.07","318,120.21","316,521.19",,,
FNMA POOL #CA8817 2.0% DUE 02-,2.00,2/1/1951,"689,072.86","712,759.74","696,215.87",,,
Account or Security,Coupon,Date,Quantity,Cost Value,Market Value,,,
FNMA POOL #FM0040 3.0% DUE 10-,3.00,10/1/2041,"159,703.63","165,262.08","168,826.61",,,
FNMA POOL #FM1000 3.0% DUE 04-,3.00,4/1/2047,"690,347.83","724,857.90","724,153.65",,,
FNMA POOL #FM1370 3.0% DUE 04-,3.00,4/1/2046,"57,810.40","61,279.02","60,979.75",,,
FNMA POOL #FM1467 3.0% DUE 12-,3.00,12/1/2047,"141,142.46","144,229.95","149,268.76",,,
FNMA POOL #FM1572 3.0% DUE 09-,3.00,9/1/2048,"342,250.95","352,946.30","360,250.68",,,
FNMA POOL #FM2050 3.0% DUE 12-,3.00,12/1/2049,"519,490.96","542,868.05","541,862.02",,,
FNMA POOL #FM2239 3.0% DUE 12-,3.00,12/1/2048,"229,259.52","236,423.88","240,855.13",,,
FNMA POOL #FM2385 3.0% DUE 09-,3.00,9/1/2048,"274,352.37","290,256.23","287,219.10",,,
FNMA POOL #FM2897 3.0% DUE 02-,3.00,2/1/2048,"230,711.12","244,661.94","242,394.23",,,
FNMA POOL #FM2915 3.0% DUE 11-,3.00,11/1/2048,"114,507.19","121,270.28","120,997.36",,,
FNMA POOL #FM3249 3.0% DUE 03-,3.00,3/1/1950,"253,274.66","266,848.60","266,122.27",,,
FNMA POOL #FM4334 3.0% DUE 04-,3.00,4/1/1950,"321,279.02","339,300.78","337,599.39",,,
FNMA POOL #FM4640 2.5% DUE 11-,2.50,11/1/1950,"628,362.61","658,013.48","650,523.57",,,
FNMA POOL #FM7151 2.0% DUE 05-,2.00,5/1/1951,"497,688.13","501,809.62","502,847.50",,,
FNMA POOL #FM7189 2.5% DUE 05-,2.50,5/1/1951,"274,192.24","284,131.71","284,007.69",,,
FNMA POOL #FN CA6291 3.0% DUE,3.00,7/1/1950,"55,357.87","58,333.37","57,964.25",,,
FNMA POOL #MA0668 4.5% DUE 03-,4.50,3/1/2031,"52,581.11","56,237.17","57,346.12",,,
FNMA POOL #MA0790 4.5% DUE 07-,4.50,7/1/2041,"9,173.83","9,626.07","10,126.69",,,
FNMA POOL #MA2145 4.0% DUE 01-,4.00,1/1/2045,"24,140.37","25,781.15","26,539.31",,,
FNMA POOL #MA2371 4.0% DUE 08-,4.00,8/1/2045,"43,709.89","46,776.42","47,669.64",,,
FNMA POOL #MA2737 3.0% DUE 09-,3.00,9/1/2046,"160,499.71","169,979.22","168,975.15",,,
FNMA POOL #MA2771 3.0% DUE 10-,3.00,10/1/2046,"196,402.28","208,370.55","206,928.40",,,
FNMA POOL #MA2879 4.0% DUE 01-,4.00,1/1/2047,"79,087.01","83,461.52","85,086.26",,,
FNMA POOL #MA2959 3.5% DUE 04-,3.50,4/1/2047,"122,583.16","126,452.19","130,548.47",,,
FNMA POOL #MA2960 4.0% DUE 04-,4.00,4/1/2047,"182,319.88","184,570.40","195,925.04",,,
FNMA POOL #MA3057 3.5% DUE 07-,3.50,7/1/2047,"220,773.14","224,233.32","233,428.24",,,
FNMA POOL #MA3087 3.5% DUE 08-,3.50,8/1/2047,"66,501.94","66,626.63","70,335.28",,,
FNMA POOL #MA4160 3.0% DUE 10-,3.00,10/1/1950,"544,183.70","567,821.68","567,421.23",,,
FNMA POOL #MA4237 2.0% DUE 01-,2.00,1/1/1951,"315,449.71","327,057.28","318,716.83",,,
FNMA POOL #MA4282 2.5% DUE 03-,2.50,3/1/1951,"146,069.05","153,692.05","151,220.58",,,
FNMA POOL #MA4325 2.0% DUE 04-,2.00,4/1/1951,"546,258.10","544,764.42","551,926.13",,,
FNMA POOL #MA4326 2.5% DUE 05-,2.50,5/1/1951,"621,528.36","641,193.90","643,448.29",,,
FNMA POOL #MA4327 3.0% DUE 05-,3.00,5/1/1951,"395,755.40","414,862.97","413,838.45",,,
FNMA POOL #MA4378 2.0% DUE 07-,2.00,7/1/1951,"525,000.00","529,860.35","530,442.50",,,
FNMA POOL #MA4379 2.5% DUE 07-,2.50,7/1/1951,"325,000.00","335,994.14","336,462.03",,,
FNMA POOL BM5784 3.5%,3.50,5/1/2047,"198,455.97","204,006.54","210,963.41",,,
FNMA POOL CA2929 3.5%,3.50,12/1/2045,"177,765.41","182,876.17","190,209.01",,,
FNMA POOL# CA0237 4.0%,4.00,8/1/2047,"164,199.14","165,892.45","175,994.14",,,
FNMA POOL#CA1711  CL  4.5%,4.50,5/1/2048,"138,224.05","143,601.82","149,264.13",,,
FNMA REMIC SER 17-100 CL S FLT,6.06,12/25/2042,"705,596.11","140,589.63","158,772.39",,,
FNMA REMIC SER 2003-W13 CL AV2,0.37,10/25/2033,306.58,306.88,298.67,,,
FNMA REMIC SER 2003-W9 CL A1 F,0.21,6/25/2033,"3,682.39","3,682.39","3,621.47",,,
FNMA SER 2002-T5 CL 1A DUE 05-,0.33,5/25/2032,"3,116.09","3,116.09","3,103.27",,,
FNMA SER 2003-T4 CL 1A VAR RT,0.28,9/26/2033,"13,970.07","13,970.07","13,868.96",,,
FNMA SINGLE FAMILY MORTGAGE 2.,2.00,12/31/2040,"1,305,000.00","1,346,594.53","1,346,010.64",,,
FNMA SINGLE FAMILY MORTGAGE 2.,0.00,7/15/1950,"2,560,000.00","2,579,869.79","2,584,800.03",,,
FNMA SINGLE FAMILY MORTGAGE 2.,0.00,7/15/1950,"5,360,000.00","5,534,263.88","5,543,831.28",,,
FNMA SINGLE FAMILY MORTGAGE 3.,3.00,7/25/2043,"3,590,000.00","3,747,624.22","3,742,084.18",,,
FREDDIE MAC 01/10/2049 3.0% 10,3.00,10/1/2049,"35,779.96","37,882.03","37,504.15",,,
FREDDIE MAC 2% 01/12/2050 2.0%,2.00,12/1/1950,"197,274.28","204,980.31","199,317.57",,,
FREDDIE MAC 2.5% 01/07/2050 2.,2.50,7/1/1950,"433,105.44","450,497.34","449,648.50",,,
FREDDIE MAC 2.5% 01/11/2050 2.,2.50,11/1/1950,"139,042.56","145,886.05","143,971.91",,,
FREDDIE MAC 3.0% 01/12/2049 3.,3.00,12/1/2049,"259,706.53","273,219.38","270,834.14",,,
FREDDIE MAC FR QC0945 2.5% 04-,2.50,4/1/1951,"567,386.12","588,131.18","587,609.65",,,
FREDDIE MAC QA3637 3.0% 10-01-,3.00,10/1/2049,"261,122.32","274,708.85","272,101.19",,,
FREDDIE MAC SD8135 2.5% 02-01-,2.50,2/1/1951,"341,710.89","355,539.50","353,762.28",,,
GNMA II 30YR SINGLE FAMILY 2.0,2.00,7/15/1951,"1,210,000.00","1,231,563.09","1,232,309.39",,,
GNMA II GTD CTF MULTI ISSUER G,3.50,2/20/2043,"85,546.58","90,706.12","91,760.83",,,
GNMA II JUMBOS 2.5% 30 YEARS S,2.50,7/1/2032,"4,005,000.00","4,140,141.24","4,144,549.26",,,
GNMA POOL #4560 5.5% DUE 10-20,5.50,10/20/2039,"34,997.53","38,089.91","40,874.84",,,
GNMA POOL #781998 5.5% DUE 11-,5.50,11/20/2035,"36,859.91","40,090.94","43,238.27",,,
Account or Security,Coupon,Date,Quantity,Cost Value,Market Value,,,
GNMA POOL #782909 5.5% DUE 09-,5.50,9/20/2039,"25,906.16","27,841.01","30,388.38",,,
GNMA POOL #MA3663 3.5% DUE 05-,3.50,5/20/2046,"142,943.98","145,646.52","152,352.70",,,
GNMA POOL #MA3937 3.5% DUE 09-,3.50,9/20/2046,"59,535.28","63,339.96","63,315.12",,,
GNMA POOL #MA4382 3.5% DUE 04-,3.50,4/20/2047,"50,874.14","52,821.67","53,573.66",,,
GNMA POOL #MA4510 3.5% DUE 06-,3.50,6/20/2047,"68,114.04","70,455.45","72,147.24",,,
GNMA POOL #MA4586 3.5% DUE 07-,3.50,7/20/2047,"78,851.17","81,943.61","83,565.12",,,
GNMA POOL #MA5019 3.5% DUE 02-,3.50,2/20/2048,"148,985.02","158,063.79","158,337.13",,,
GNMAII POOL #3263 SER 2032 7.5,7.50,7/20/2032,328.14,346.19,376.08,,,
GNMAII POOL #3276 SER 2032 7.5,7.50,8/20/2032,219.81,231.90,220.74,,,
GNMAII POOL #3288 SER 2032 7.5,7.50,9/20/2032,131.00,138.56,133.96,,,
GNMAII POOL #MA0392 SER 2042 3,3.50,9/20/2042,"72,632.73","76,190.58","77,897.78",,,
GNMAII POOL #MA1012 SER 2043 3,3.50,5/20/2043,"112,414.46","117,129.14","120,652.35",,,
GNMAII POOL #MA1090 SER 2043 3,3.50,6/20/2043,"82,986.37","84,629.89","89,098.52",,,
GNMAII POOL #MA4004 SER 2046 3,3.50,10/20/2046,"317,458.10","328,321.12","338,563.88",,,
GNMAII POOL #MA4778 3.5% DUE 1,3.50,10/20/2047,"55,895.29","58,109.27","59,447.96",,,
GNMAII POOL #MA4837 SER 2047 3,3.50,11/20/2047,"115,650.05","116,088.24","122,742.66",,,
GNMAII POOL #MA4900 SER 2047 3,3.50,12/20/2047,"387,134.66","400,646.87","409,424.45",,,
GNMAII POOL #MA6542 3.5%,3.50,3/20/1950,"88,640.30","93,844.47","92,955.60",,,
GNMAII POOL #MA6658 4.0% DUE 0,4.00,5/20/1950,"184,705.36","197,461.57","194,956.80",,,
GNMAII POOL #MA7193 SER 2051 2,2.50,2/20/1951,"249,600.91","259,750.43","258,427.37",,,
GNMAII POOL #MA7254 2.0% DUE,2.00,3/20/1951,"419,916.55","426,458.91","427,874.38",,,
GNMAII POOL #MA7255 SER 2051 2,2.50,3/20/1951,"615,992.95","639,505.27","638,077.06",,,
GNMAII POOL #MA7367 SER 2051 2,2.50,5/20/1951,"249,177.31","257,956.92","257,706.23",,,
GNMAII POOL #MA7418 2.5%,2.50,6/20/1951,"550,000.00","569,658.20","570,516.00",,,
GOVERNMENT NATIONAL MORTGAGE A,2.00,2/20/1951,"221,276.35","225,961.19","225,549.49",,,
GOVERNMENT NATIONAL MORTGAGE A,2.00,4/20/1951,"640,602.79","649,444.79","653,017.78",,,
GOVERNMENT NATIONAL MORTGAGE A,2.50,4/20/1951,"595,553.25","616,131.63","617,107.98",,,
I/O FHLMC MULTICLASS SER 00464,5.93,1/15/2047,"915,955.55","186,518.86","205,811.64",,,
I/O FHLMC MULTICLASS SER 4059,5.93,6/15/2042,"629,611.74","126,042.55","121,844.23",,,
I/O FNMA REMIC SER 2012-140 CL,3.50,12/25/2042,"724,756.34","137,649.99","101,882.41",,,
I/O FNMA REMIC SR 16-40 CL SA,5.76,7/25/2046,"894,519.59","158,131.76","194,107.80",,,
I/O FNMA REMIC TR 2012-125 CL-,4.00,11/25/2042,"718,615.14","144,732.99","130,248.42",,,
I/O FNMA REMIC TR 2012-70 CL-H,5.91,7/25/2042,"912,125.43","164,899.78","179,039.46",,,
I/O FNMA STRIP TR 409 CL C17 4,4.00,11/25/2041,"249,543.17","41,732.11","36,653.53",,,
I/O FREDDIE MAC SER 4121 CL DS,6.13,10/15/2042,"816,957.62","166,979.81","168,404.05",,,
I/O GNMA SER 13-23 CL IT 3.5%,3.50,2/20/2043,"960,636.67","161,891.90","175,523.21",,,
I/O GNMA SER 2013-5 CL BI   3.,3.50,1/20/2043,"851,909.71","154,994.77","145,660.29",,,
I/O GNMA SER 2018-07 CL SA FLT,6.11,1/20/2048,"759,592.18","154,331.18","154,143.43",,,
I/O GNMA SR 18-124 CL DS,6.03,12/16/2043,"760,653.74","165,899.24","152,852.99",,,
International Government Bonds,,,,,,,,
AFRICAN DEVELOPMENT BANK 2.125,2.13,11/16/2022,"460,000.00","458,827.00","471,896.59",,,
EUROPEAN INVT BK 1.625%,1.63,3/14/2025,"1,765,000.00","1,759,705.00","1,823,587.30",,,
INTERNATIONAL BK FOR RECON & D,0.75,8/26/2030,"440,000.00","437,426.00","412,617.17",,,
INTERNATIONAL BK FOR RECON & D,0.75,11/24/2027,"680,000.00","679,075.20","662,143.75",,,
JAPAN BK INTL COOPERATION .625,0.63,7/15/2025,"610,000.00","609,280.20","603,674.30",,,
U.S. Treasury Securities,,,,,,,,
UNITED MEXICAN STS 3.9% DUE,3.90,4/27/2025,"455,000.00","450,418.15","504,540.40",,,
UNITED STATES OF AMER TREAS NO,0.13,7/31/2022,"16,470,000.00","16,476,433.59","16,471,286.64",,,
UNITED STATES OF AMER TREAS NO,0.75,3/31/2026,"1,220,000.00","1,212,833.58","1,214,519.53",,,
UNITED STATES TREAS NTS DTD 07,1.75,7/31/2021,"30,195,000.00","30,431,876.12","30,237,655.27",,,
UNITED STATES TREAS NTS DTD 68,1.63,2/15/2026,"13,290,000.00","13,818,840.03","13,775,915.63",,,
UNITED STS TREAS NTS DTD 04/30,0.75,4/30/2026,"7,195,000.00","7,177,977.10","7,158,462.93",,,
UNITED STS TREAS NTS DTD 05/15,0.00,5/15/2031,"5,000.00","5,025.19","5,076.56",,,
UNITED STATES TREAS BDS INDEX,3.11,1/15/2029,"860,000.00","1,164,718.33","1,377,754.34",,,
UNITED STATES TREAS INFL INDEX,0.54,1/15/2028,"2,700,000.00","3,262,269.69","3,277,046.89",,,
US TREASURY INFL INDX 0.125%,0.13,1/15/2030,"3,325,000.00","3,658,939.88","3,788,241.46",,,
Cash & Cash Equivalents,,,,,,,,
CASH ACCOUNT (ADJUSTMENT),,,,,,,,
"(21,625,932.93)",,,,"(21,625,932.93)","(21,625,932.93)",,,
